,,,,,,,,,,,,
,,,,,,,,,,,,
Rv tag,Mb tag,Gene,Mb length,Rv length,Rv-2 tag,Rv-2 length,% ID,AA overlap,% ID-2,AA overlap-2,Annotation,Fxnal cat
Rv2395B,Mb2417B,aprB, 54 aa, 54 aa ,,,100.00%,54 aa overlap,,,acid and phagosome regulated protein b aprb,Conserved hypothetical protein
Rv2397c,Mb2419c,cysA1, 351 aa, 351 aa ,,,100.00%,351 aa overlap,,,sulfate-transport atp-binding protein abc transporter cysa1,cell wall and cell processes
Rv2399c,Mb2421c,cysT, 283 aa, 283 aa ,,,100.00%,283 aa overlap,,,probable sulfate-transport integral membrane protein abc transporter cyst,cell wall and cell processes
Rv2400c,Mb2422c,subI, 356 aa, 356 aa ,,,100.00%,356 aa overlap,,,probable sulfate-binding lipoprotein subi,cell wall and cell processes
Rv2401,Mb2423,, 109 aa, 109 aa ,,,100.00%,109 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv2401A,Mb2424c,, 67 aa, 67 aa ,,,100.00%,67 aa overlap,,,possible conserved membrane protein,cell wall and cell processes
Rv2402,Mb2425,, 642 aa, 642 aa ,,,100.00%,642 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2404c,Mb2427c,lepA, 653 aa, 653 aa ,,,100.00%,653 aa overlap,,,probable gtp-binding protein lepa gtp-binding elongation factor,intermediate metabolism and respiration
Rv2405,Mb2428,, 189 aa, 189 aa ,,,100.00%,189 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2406c,Mb2429c,, 142 aa, 142 aa ,,,100.00%,142 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2408,Mb2431,PE24, 239 aa, 239 aa ,,,100.00%,239 aa overlap,,,possible pe family-related protein pe24,PE/PPE
Rv2409c,Mb2432c,, 279 aa, 279 aa ,,,100.00%,279 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2410c,Mb2433c,, 325 aa, 325 aa ,,,100.00%,325 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2411c,Mb2434c,, 551 aa, 551 aa ,,,100.00%,551 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2412,Mb2435,rpsT, 86 aa, 86 aa ,,,100.00%,86 aa overlap,,,30s ribosomal protein s20 rpst,information pathways
Rv2413c,Mb2436c,, 316 aa, 316 aa ,,,100.00%,316 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2417c,Mb2440c,, 280 aa, 280 aa ,,,100.00%,280 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2418c,Mb2441c,, 247 aa, 247 aa ,,,100.00%,247 aa overlap,,,unknown protein,Conserved hypothetical protein
Rv2420c,Mb2443c,, 126 aa, 126 aa ,,,100.00%,126 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2422,Mb2445,, 90 aa, 90 aa ,,,100.00%,90 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv2423,Mb2446,, 348 aa, 348 aa ,,,100.00%,348 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv2425c,Mb2449c,, 480 aa, 480 aa ,,,100.00%,480 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2427c,Mb2451c,proA, 415 aa, 415 aa ,,,100.00%,415 aa overlap,,,probable gamma-glutamyl phosphate reductase protein proa gpr glutamate-5-semialdehyde dehydrogenase glutamyl-gamma-semialdehyde dehydrogenase,intermediate metabolism and respiration
Rv2428,Mb2454,ahpC, 195 aa, 195 aa ,,,100.00%,195 aa overlap,,,alkyl hydroperoxide reductase c protein ahpc alkyl hydroperoxidase c,"virulence, detoxification,adaptation"
Rv2429,Mb2455,ahpD, 177 aa, 177 aa ,,,100.00%,177 aa overlap,,,alkyl hydroperoxide reductase d protein ahpd alkyl hydroperoxidase d,"virulence, detoxification,adaptation"
Rv2430c,Mb2456c,PPE41, 194 aa, 194 aa ,,,100.00%,194 aa overlap,,,ppe family protein ppe41,PE/PPE
Rv2431c,Mb2457c,PE25, 99 aa, 99 aa ,,,100.00%,99 aa overlap,,,pe family protein pe25,PE/PPE
Rv2432c,Mb2458c,, 136 aa, 136 aa ,,,100.00%,136 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv2433c,Mb2459c,, 96 aa, 96 aa ,,,100.00%,96 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv2434c,Mb2460c,, 481 aa, 481 aa ,,,100.00%,481 aa overlap,,,probable conserved transmembrane protein,cell wall and cell processes
Rv2435c,Mb2461c,, 730 aa, 730 aa ,,,100.00%,730 aa overlap,,,probable cyclase adenylyl-or guanylyl-adenylate-or guanylate-,intermediate metabolism and respiration
Rv2437,Mb2463,, 139 aa, 139 aa ,,,100.00%,139 aa overlap,,,conserved transmembrane protein,cell wall and cell processes
Rv2438c,Mb2464c,nadE, 679 aa, 679 aa ,,,100.00%,679 aa overlap,,,glutamine-dependent nadb synthetase nade nadb synthase [glutamine-hydrolysing],intermediate metabolism and respiration
Rv2438A,Mb2465,, 92 aa, 92 aa ,,,100.00%,92 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2440c,Mb2467c,obg, 479 aa, 479 aa ,,,100.00%,479 aa overlap,,,probable gtp1/obg-family gtp-binding protein obg,intermediate metabolism and respiration
Rv2441c,Mb2468c,rpmA, 86 aa, 86 aa ,,,100.00%,86 aa overlap,,,50s ribosomal protein l27 rpma,information pathways
Rv2442c,Mb2469c,rplU, 104 aa, 104 aa ,,,100.00%,104 aa overlap,,,50s ribosomal protein l21 rplu,information pathways
Rv2443,Mb2470,dctA, 491 aa, 491 aa ,,,100.00%,491 aa overlap,,,probable c4-dicarboxylate-transport transmembrane protein dcta,cell wall and cell processes
Rv2444c,Mb2471c,rne, 953 aa, 953 aa ,,,100.00%,953 aa overlap,,,possible ribonuclease e rne,information pathways
Rv2445c,Mb2472c,ndkA, 136 aa, 136 aa ,,,100.00%,136 aa overlap,,,probable nucleoside diphosphate kinase ndka ndk ndp kinase nucleoside-2-p kinase,intermediate metabolism and respiration
Rv2446c,Mb2473c,, 123 aa, 123 aa ,,,100.00%,123 aa overlap,,,probable conserved integral membrane protein,cell wall and cell processes
Rv2447c,Mb2474c,folC, 487 aa, 487 aa ,,,100.00%,487 aa overlap,,,probable folylpolyglutamate synthase protein folc folylpoly-gamma-glutamate synthetase fpgs,intermediate metabolism and respiration
Rv2448c,Mb2475c,valS, 876 aa, 876 aa ,,,100.00%,876 aa overlap,,,probable valyl-trna synthase protein vals valyl-trna synthetase valine--trna ligase valine translase,information pathways
Rv2449c,Mb2476c,, 419 aa, 419 aa ,,,100.00%,419 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2452c,Mb2479c,, 48 aa, 48 aa ,,,100.00%,48 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv2453c,Mb2480c,mobA, 201 aa, 201 aa ,,,100.00%,201 aa overlap,,,probable molybdopterin-guanine dinucleotide biosynthesis protein a moba,intermediate metabolism and respiration
Rv2454c,Mb2481c,, 373 aa, 373 aa ,,,100.00%,373 aa overlap,,,probable oxidoreductase beta subunit,intermediate metabolism and respiration
Rv2455c,Mb2482c,, 653 aa, 653 aa ,,,100.00%,653 aa overlap,,,probable oxidoreductase alpha subunit,intermediate metabolism and respiration
Rv2456c,Mb2483c,, 418 aa, 418 aa ,,,100.00%,418 aa overlap,,,probable conserved integral membrane transport protein,cell wall and cell processes
Rv2457c,Mb2484c,clpX, 426 aa, 426 aa ,,,100.00%,426 aa overlap,,,probable atp-dependent clp protease atp-binding subunit clpx,intermediate metabolism and respiration
Rv2460c,Mb2487c,clpP2, 214 aa, 214 aa ,,,100.00%,214 aa overlap,,,probable atp-dependent clp protease proteolytic subunit 2 clpp2 endopeptidase clp 2,intermediate metabolism and respiration
Rv2461c,Mb2488c,clpP1, 200 aa, 200 aa ,,,100.00%,200 aa overlap,,,probable atp-dependent clp protease proteolytic subunit 1 clpp1 endopeptidase clp,intermediate metabolism and respiration
Rv2463,Mb2490,lipP, 394 aa, 394 aa ,,,100.00%,394 aa overlap,,,probable esterase/lipase lipp,intermediate metabolism and respiration
Rv2464c,Mb2491c,, 268 aa, 268 aa ,,,100.00%,268 aa overlap,,,possible dna glycosylase,information pathways
Rv2465c,Mb2492c,rpib, 162 aa, 162 aa ,,,100.00%,162 aa overlap,,,ribose-5-phosphate isomerase,intermediate metabolism and respiration
Rv2466c,Mb2493c,, 207 aa, 207 aa ,,,100.00%,207 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2467,Mb2494,pepN, 861 aa, 861 aa ,,,100.00%,861 aa overlap,,,probable aminopeptidase n pepn lysyl aminopeptidase lys-ap alanine aminopeptidase,intermediate metabolism and respiration
Rv2468A,MB2495A,, 77 aa, 77 aa ,,,100.00%,77 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2468c,Mb2495c,, 167 aa, 167 aa ,,,100.00%,167 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2470,Mb2497,glbO, 128 aa, 128 aa ,,,100.00%,128 aa overlap,,,globin oxygen-binding protein glbo,intermediate metabolism and respiration
Rv2472,Mb2499,, 97 aa, 97 aa ,,,100.00%,97 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2473,Mb2500,, 238 aa, 238 aa ,,,100.00%,238 aa overlap,,,possible alanine and proline rich membrane protein,cell wall and cell processes
Rv2475c,Mb2502c,, 138 aa, 138 aa ,,,100.00%,138 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2477c,Mb2504c,, 558 aa, 558 aa ,,,100.00%,558 aa overlap,,,probable macrolide-transport atp-binding protein abc transporter,cell wall and cell processes
Rv2478c,Mb2505c,, 161 aa, 161 aa ,,,100.00%,161 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2481c,Mb2506c,, 107 aa, 107 aa ,,,100.00%,107 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv2485c,Mb2510c,lipQ, 421 aa, 421 aa ,,,100.00%,421 aa overlap,,,probable carboxylesterase lipq,intermediate metabolism and respiration
Rv2486,Mb2511,echA14, 256 aa, 256 aa ,,,100.00%,256 aa overlap,,,probable enoyl-coa hydratase echa14 enoyl hydrase unsaturated acyl-coa hydratase crotonase,lipid metabolism
Rv2488c,Mb2515c,, 1137 aa, 1137 aa ,,,100.00%,1137 aa overlap,,,probable transcriptional regulatory protein luxr-family,regulatory proteins
Rv2489c,Mb2516c,, 99 aa, 99 aa ,,,100.00%,99 aa overlap,,,hypothetical alanine rich protein,Conserved hypothetical protein
Rv2491,Mb2519,, 207 aa, 207 aa ,,,100.00%,207 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2493,Mb2521,vapb38, 73 aa, 73 aa ,,,100.00%,73 aa overlap,,,possible antitoxin vapb38,"virulence, detoxification,adaptation"
Rv2494,Mb2522,vapc38, 141 aa, 141 aa ,,,100.00%,141 aa overlap,,,possible toxin vapc38. contains pin domain.,"virulence, detoxification,adaptation"
Rv2497c,Mb2525c,bkda, 367 aa, 367 aa ,,,100.00%,367 aa overlap,,,probable branched-chain keto acid dehydrogenase e1 componentc alpha subunit bkda,intermediate metabolism and respiration
Rv2498c,Mb2526c,citE, 273 aa, 273 aa ,,,100.00%,273 aa overlap,,,probable citrate pro-3s-lyase beta subunit cite citrase citratase citritase citridesmolase citrase aldolase,intermediate metabolism and respiration
Rv2499c,Mb2527c,, 185 aa, 185 aa ,,,100.00%,185 aa overlap,,,possible oxidase regulatory-related protein,intermediate metabolism and respiration
Rv2500c,Mb2528c,fadE19, 394 aa, 394 aa ,,,100.00%,394 aa overlap,,,possible acyl-coa dehydrogenase fade19 mmgc,lipid metabolism
Rv2501c,Mb2529c,accA1, 654 aa, 654 aa ,,,100.00%,654 aa overlap,,,probable acetyl-/propionyl-coenzyme a carboxylase alpha chain alpha subunit acca1: biotin carboxylase b biotin carboxyl carrier protein bccp,lipid metabolism
Rv2503c,Mb2531c,scoB, 218 aa, 218 aa ,,,100.00%,218 aa overlap,,,probable succinyl-coa:3-ketoacid-coenzyme a transferase beta subunit scob 3-oxo-acid:coa transferase oxct b succinyl coa:3-oxoacid coa-transferase,lipid metabolism
Rv2504c,Mb2532c,scoA, 248 aa, 248 aa ,,,100.00%,248 aa overlap,,,probable succinyl-coa:3-ketoacid-coenzyme a transferase alpha subunit scoa 3-oxo acid:coa transferase oxct a succinyl-coa:3-oxoacid-coenzyme a transferase,lipid metabolism
Rv2505c,Mb2533c,fadD35, 547 aa, 547 aa ,,,100.00%,547 aa overlap,,,probable fatty-acid-coa ligase fadd35 fatty-acid-coa synthetase fatty-acid-coa synthase,lipid metabolism
Rv2506,Mb2534,, 215 aa, 215 aa ,,,100.00%,215 aa overlap,,,probable transcriptional regulatory protein probably tetr-family,regulatory proteins
Rv2507,Mb2535,, 273 aa, 273 aa ,,,100.00%,273 aa overlap,,,possible conserved proline rich membrane protein,cell wall and cell processes
Rv2508c,Mb2536c,, 445 aa, 445 aa ,,,100.00%,445 aa overlap,,,probable conserved integral membrane leucine and alanine rich protein,cell wall and cell processes
Rv2509,Mb2537,, 268 aa, 268 aa ,,,100.00%,268 aa overlap,,,probable short-chain type dehydrogenase/reductase,intermediate metabolism and respiration
Rv2510c,Mb2538c,, 533 aa, 533 aa ,,,100.00%,533 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2511,Mb2539,orn, 215 aa, 215 aa ,,,100.00%,215 aa overlap,,,oligoribonuclease orn,intermediate metabolism and respiration
Rv2512c,Mb2540c,, 415 aa, 415 aa ,,,100.00%,415 aa overlap,,,transposase for insertion sequence element is1081,insertion seqs and phages
Rv2514c,Mb2543c,, 153 aa, 153 aa ,,,100.00%,153 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2515c,Mb2544c,, 415 aa, 415 aa ,,,100.00%,415 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2516c,Mb2545c,, 267 aa, 267 aa ,,,100.00%,267 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv2517c,Mb2546c,, 83 aa, 83 aa ,,,100.00%,83 aa overlap,,,unknown protein,Conserved hypothetical protein
Rv2518c,Mb2547c,ldtb, 408 aa, 408 aa ,,,100.00%,408 aa overlap,,,probable lcd-transpeptidase ldtb,cell wall and cell processes
Rv2520c,Mb2549c,, 75 aa, 75 aa ,,,100.00%,75 aa overlap,,,possible conserved membrane protein,cell wall and cell processes
Rv2522c,Mb2551c,, 470 aa, 470 aa ,,,100.00%,470 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2523c,Mb2552c,acpS, 130 aa, 130 aa ,,,100.00%,130 aa overlap,,,holo-[acyl-carrier protein] synthase acps holo-acp synthase coa:apo-[acp]pantetheinephosphotransferase coa:apo-[acyl-carrier protein]pantetheinephosphotransferase,lipid metabolism
Rv2524c,Mb2553c,fas, 3069 aa, 3069 aa ,,,100.00%,3069 aa overlap,,,probable fatty acid synthase fas fatty acid synthetase,lipid metabolism
Rv2525c,Mb2554c,, 240 aa, 240 aa ,,,100.00%,240 aa overlap,,,conserved hypothetical protein. secretedb predicted to be a substrate of the twin arginine translocation tat export system.,Conserved hypothetical protein
Rv2526,Mb2555,vapb17, 75 aa, 75 aa ,,,100.00%,aa overlap,,,possible antitoxin vapb17,"virulence, detoxification,adaptation"
Rv2527,Mb2556,vapc17, 133 aa, 133 aa ,,,100.00%,133 aa overlap,,,possible toxin vapc17,"virulence, detoxification,adaptation"
Rv2530A,Mb2559Ac,vapb39, 74 aa, 74 aa ,,,100.00%,74 aa overlap,,,possible antitoxin vapb39,"virulence, detoxification,adaptation"
Rv2530c,Mb2559c,vapc39, 139 aa, 139 aa ,,,100.00%,139 aa overlap,,,possible toxin vapc39. contains pin domain.,"virulence, detoxification,adaptation"
Rv2531c,Mb2560c,, 947 aa, 947 aa ,,,100.00%,947 aa overlap,,,probable amino acid decarboxylase,intermediate metabolism and respiration
Rv2532c,Mb2561c,, 133 aa, 133 aa ,,,100.00%,133 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv2534c,Mb2563c,efp, 187 aa, 187 aa ,,,100.00%,187 aa overlap,,,probable elongation factor p efp,information pathways
Rv2535c,Mb2564c,pepQ, 372 aa, 372 aa ,,,100.00%,372 aa overlap,,,probable cytoplasmic peptidase pepq,intermediate metabolism and respiration
Rv2536,Mb2565,, 230 aa, 230 aa ,,,100.00%,230 aa overlap,,,probable conserved transmembrane protein,cell wall and cell processes
Rv2537c,Mb2566c,aroD, 147 aa, 147 aa ,,,100.00%,147 aa overlap,,,3-dehydroquinate dehydratase arod aroq 3-dehydroquinase type ii dhqase,intermediate metabolism and respiration
Rv2538c,Mb2567c,aroB, 362 aa, 362 aa ,,,100.00%,362 aa overlap,,,3-dehydroquinate synthase arob,intermediate metabolism and respiration
Rv2539c,Mb2568c,aroK, 176 aa, 176 aa ,,,100.00%,176 aa overlap,,,shikimate kinase arok sk,intermediate metabolism and respiration
Rv2540c,Mb2569c,aroF, 401 aa, 401 aa ,,,100.00%,401 aa overlap,,,probable chorismate synthase arof 5-enolpyruvylshikimate-3-phosphate phospholyase,intermediate metabolism and respiration
Rv2541,Mb2570,, 135 aa, 135 aa ,,,100.00%,135 aa overlap,,,hypothetical alanine rich protein,Conserved hypothetical protein
Rv2543,Mb2572,lppA, 219 aa, 219 aa ,,,100.00%,219 aa overlap,,,probable conserved lipoprotein lppa,cell wall and cell processes
Rv2544,Mb2574,lppB, 220 aa, 220 aa ,,,100.00%,220 aa overlap,,,probable conserved lipoprotein lppb,cell wall and cell processes
Rv2545,Mb2575,vapb18, 92 aa, 92 aa ,,,100.00%,92 aa overlap,,,possible antitoxin vapb18,"virulence, detoxification,adaptation"
Rv2546,Mb2576,vapc18, 137 aa, 137 aa ,,,100.00%,137 aa overlap,,,possible toxin vapc18,"virulence, detoxification,adaptation"
Rv2547,Mb2577,vapb19, 85 aa, 85 aa ,,,100.00%,85 aa overlap,,,possible antitoxin vapb19,"virulence, detoxification,adaptation"
Rv2548,Mb2578,vapc19, 125 aa, 125 aa ,,,100.00%,125 aa overlap,,,possible toxin vapc19,"virulence, detoxification,adaptation"
Rv2548A,Mb2578A,, 124 aa, 124 aa ,,,100%,124 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2549c,Mb2579c,vapc20,131 aa, 131 aa ,,,100.00%,131 aa overlap,,,possible toxin vapc20,"virulence, detoxification,adaptation"
Rv2550c,Mb2580c,vapb20, 81 aa, 81 aa ,,,100.00%,81 aa overlap,,,possible antitoxin vapb20,"virulence, detoxification,adaptation"
Rv2551c,Mb2581c,, 139 aa, 139 aa ,,,100.00%,139 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2553c,Mb2583c,, 417 aa, 417 aa ,,,100.00%,417 aa overlap,,,probable conserved membrane protein,cell wall and cell processes
Rv2554c,Mb2584c,, 170 aa, 170 aa ,,,100.00%,170 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2556c,Mb2586c,, 129 aa, 129 aa ,,,100.00%,129 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2557,Mb2587,, 224 aa, 224 aa ,,,100.00%,224 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2558,Mb2588,, 236 aa, 236 aa ,,,100.00%,236 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2563,Mb2592,, 349 aa, 349 aa ,,,100.00%,349 aa overlap,,,probable glutamine-transport transmembrane protein abc transporter,cell wall and cell processes
Rv2564,Mb2593,glnQ, 330 aa, 330 aa ,,,100.00%,330 aa overlap,,,probable glutamine-transport atp-binding protein abc transporter glnq,cell wall and cell processes
Rv2565,Mb2594,, 583 aa, 583 aa ,,,100.00%,583 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2568c,Mb2598c,, 341 aa, 341 aa ,,,100.00%,341 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2569c,Mb2599c,, 314 aa, 314 aa ,,,100.00%,314 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2570,Mb2600,, 129 aa, 129 aa ,,,100.00%,129 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2571c,Mb2601c,, 355 aa, 355 aa ,,,100.00%,355 aa overlap,,,probable transmembrane alanine and valine and leucine rich protein,cell wall and cell processes
Rv2573,Mb2603,, 246 aa, 246 aa ,,,100.00%,246 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2574,Mb2604,, 167 aa, 167 aa ,,,100.00%,167 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv2575,Mb2605,, 293 aa, 293 aa ,,,100.00%,293 aa overlap,,,possible conserved membrane glycine rich protein,cell wall and cell processes
Rv2576c,Mb2606c,, 154 aa, 154 aa ,,,100.00%,154 aa overlap,,,possible conserved membrane protein,cell wall and cell processes
Rv2578c,Mb2609c,, 340 aa, 340 aa ,,,100.00%,340 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv2580c,Mb2611c,hisS, 423 aa, 423 aa ,,,100.00%,423 aa overlap,,,probable histidyl-trna synthetase hiss histidine--trna ligase hisrs histidine--translase,information pathways
Rv2581c,Mb2612c,, 224 aa, 224 aa ,,,100.00%,224 aa overlap,,,possible glyoxalase ii hydroxyacylglutathione hydrolase glx ii,"virulence, detoxification,adaptation"
Rv2583c,Mb2614c,relA, 790 aa, 790 aa ,,,100.00%,790 aa overlap,,,probable gtp pyrophosphokinase rela atp:gtp 3'-pyrophosphotransferase ppgpp synthetase i pppgpp synthetase gtp diphosphokinase,intermediate metabolism and respiration
