Mbovis	Mtb	gene	func_cat	i/v	alteration	ess_bovis	ess_mtb
Mb2183c	Rv2159c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2184c	Rv2160c	-	regulatory proteins	Variable	Base insertion(s) leading to gene fusion event in M. bovis AF2122/97	NE	0
Mb2185c	Rv2161c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb2186c	Rv2162c	PE_PGRS38	PE/PPE	Variable	Truncated protein in M. bovis	ES	NE
Mb2187c	Rv2163c	pbpB	cell wall and cell processes	Identical		ES	ES
Mb2188c	Rv2164c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	GD	GD
Mb2189c	Rv2165c	-	Conserved hypothetical protein	Identical		ES	GD
Mb2190c	Rv2166c	-	Conserved hypothetical protein	Identical		ES	NE
Mb2191c	Rv2169c	-	cell wall and cell processes	Identical		NE	NE
Mb2192	Rv2170	-	intermediate metabolism and respiration	Identical		NE	NE
Mb2193	Rv2171	lppM	cell wall and cell processes	Identical		ES	NE
Mb2194c	Rv2172c	-	Conserved hypothetical protein	Identical		GD	ES
Mb2195	Rv2173	idsA2	lipid metabolism	Identical		ES	NE
Mb2196	Rv2174	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	ES
Mb2197c	Rv2175c	-	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb2198	Rv2176	pknL	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb2199c	Rv2177c	-	insertion seqs and phages	Variable	Non-syn SNP(s)	NE	NE
Mb2200c	Rv2178c	aroG	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	ES
Mb2201c	Rv2179c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2202c	Rv2180c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb2203	Rv2181	-	cell wall and cell processes	Identical		ES	NE
Mb2204c	Rv2182c	-	Conserved hypothetical protein	Identical		NE	ES
Mb2205c	Rv2183c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2206c	Rv2184c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2207c	Rv2185c	TB16.3	virulence, detoxification,adaptation	Identical		NE	NE
Mb2208c	Rv2186c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2209		-			Frameshift in M. bovis AF2122/97	NE	0
Mb2210	Rv2187	fadD15	lipid metabolism	Variable	Frameshift in M. bovis AF2122/97	ES	NE
Mb2211c	Rv2188c	-	lipid metabolism	Identical		NE	ES
Mb2212c	Rv2189c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2213c	Rv2190c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2214	Rv2191	-	information pathways	Variable	Non-syn SNP(s)	ES	NE
Mb2215c	Rv2192c	trpD	intermediate metabolism and respiration	Identical		ES	GD
Mb2216	Rv2193	ctaE	intermediate metabolism and respiration	Identical		ES	GD
Mb2217	Rv2194	qcrC	intermediate metabolism and respiration	Identical		ES	GD
Mb2218	Rv2195	qcrA	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	ES	GD
Mb2219	Rv2196	qcrB	intermediate metabolism and respiration	Identical		NE	GD
Mb2220c	Rv2197c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	ES	NE
Mb2221c	Rv2198c	mmpS3	cell wall and cell processes	Identical		NE	NE
Mb2222c	Rv2199c	-	cell wall and cell processes	Identical		ES	NE
Mb2223c	Rv2200c	ctaC	intermediate metabolism and respiration	Identical		ES	GD
Mb2224	Rv2201	asnB	intermediate metabolism and respiration	Identical		GD	ES
Mb2225c	Rv2202c	cbhK	intermediate metabolism and respiration	Identical		NE	GD
Mb2226	Rv2203	-	cell wall and cell processes	Identical		NE	NE
Mb2227c	Rv2204c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2228c	Rv2205c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2229	Rv2206	-	cell wall and cell processes	Identical		NE	NE
Mb2230	Rv2207	cobT	intermediate metabolism and respiration	Identical		NE	NE
Mb2231	Rv2208	cobS	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb2232	Rv2209	-	cell wall and cell processes	Identical		ES	NE
Mb2233c	Rv2210c	ilvE	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	ES
Mb2234c	Rv2211c	gcvT	intermediate metabolism and respiration	Identical		NE	ES
Mb2235	Rv2212	-	intermediate metabolism and respiration	Identical		NE	NE
Mb2236	Rv2213	pepB	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb2237c	Rv2214c	ephD	virulence, detoxification,adaptation	Identical		NE	NE
Mb2238	Rv2215	sucB	intermediate metabolism and respiration	Identical		NE	NE
Mb2239	Rv2216	-	Conserved hypothetical protein	Identical		GD	NE
Mb2240	Rv2217	lipB	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	GD	ES
Mb2241	Rv2218	lipA	intermediate metabolism and respiration	Identical		NE	ES
Mb2242	Rv2219	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb2243c	Rv2219A	-	cell wall and cell processes	Identical		ES	NE
Mb2244	Rv2220	glnA1	intermediate metabolism and respiration	Identical		GD	ES
Mb2245c	Rv2221c	glnE	intermediate metabolism and respiration	Identical		ES	GD
Mb2246c	Rv2222c	glnA2	intermediate metabolism and respiration	Identical		NE	NE
Mb2247c	Rv2223c	-	cell wall and cell processes	Identical		NE	NE
Mb2248c	Rv2224c	-	cell wall and cell processes	Identical		ES	GA
Mb2249	Rv2225	panB	intermediate metabolism and respiration	Identical		NE	ES
Mb2250	Rv2226	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb2251	Rv2227	-	conserved hypotheticals	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb2252	Rv2227	-	conserved hypotheticals	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb2253c	Rv2228c	-	information pathways	Identical		NE	GD
Mb2254c	Rv2229c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb2255c	Rv2230c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2256A	Rv2231A	len: 141 aa. Equivalent to Rv2231A len: 141 aa	virulence, detoxification,adaptation	Identical		NE	NE
Mb2256B	Rv2231B	len: 58 aa. Equivalent to Rv2231B len: 58 aa	virulence, detoxification,adaptation	Identical		NE	NE
Mb2256c	Rv2231c	cobC	intermediate metabolism and respiration	Identical		NE	NE
Mb2257	Rv2232	-	regulatory proteins	Identical		NE	NE
Mb2258	Rv2234	ptpA	regulatory proteins	Identical		ES	NE
Mb2259	Rv2235	-	cell wall and cell processes	Identical		NE	GD
Mb2260c	Rv2236c	cobD	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb2261	Rv2237	-	Conserved hypothetical protein	Identical		NE	NE
Mb2261A	Rv2237A	len: 78 aa. Equivalent to Rv2237A len: 78 aa	Conserved hypothetical protein	Identical		NE	NE
Mb2262c	Rv2238c	ahpE	virulence, detoxification,adaptation	Identical		NE	NE
Mb2263c	Rv2239c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2264c	Rv2240c	len: 196 aa. Equivalent to Rv2240c len: 196 aa	conserved hypotheticals 	Variable	Non-syn SNP(s)	NE	NE
Mb2265	Rv2241	aceE	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	ES	NE
Mb2266	Rv2242	-	Conserved hypothetical protein	Identical		ES	ES
Mb2267	Rv2243	fabD	lipid metabolism	Identical		ES	ES
Mb2268	Rv2244	acpM	lipid metabolism	Identical		ES	ES
Mb2269	Rv2245	kasA	lipid metabolism	Identical		ES	ES
Mb2270	Rv2246	kasB	lipid metabolism	Identical		GD	NE
Mb2271	Rv2247	accD6	lipid metabolism	Identical		NE	GD
Mb2272	Rv2248	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb2273c	Rv2249c	glpD1	intermediate metabolism and respiration	Identical		NE	NE
Mb2274c	Rv2250c	-	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb2275	Rv2250A	-	intermediary metabolism and respiration	Variable	Base deletion(s) leading to gene fusion event in M. bovis AF2122/97	NE	0
Mb2276	Rv2252	-	lipid metabolism	Identical		NE	NE
Mb2277	Rv2253	-	cell wall and cell processes	Identical		NE	NE
Mb2278c	Rv2254c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb2279c	Rv2255c	-	Conserved hypothetical protein	Identical		NE	0
Mb2280c	Rv2256c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb2281c	Rv2257c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2282c	Rv2258c	-	regulatory proteins	Identical		GD	NE
Mb2283	Rv2259	adhE2	intermediate metabolism and respiration	Identical		GD	NE
Mb2284	Rv2260	-	Conserved hypothetical protein	Identical		NE	NE
Mb2285c	Rv2262c	-	lipid metabolism	Variable	Base deletion(s) leading to gene fusion event in M. bovis AF2122/97	NE	0
Mb2286	Rv2263	-	intermediate metabolism and respiration	Identical		NE	NE
Mb2287c	Rv2264c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2288	Rv2265	-	cell wall and cell processes	Identical		NE	NE
Mb2289	Rv2266	cyp124	intermediate metabolism and respiration	Identical		NE	NE
Mb2290c	Rv2267c	-	Conserved hypothetical protein	Identical		GD	NE
Mb2291c	Rv2268c	cyp128	intermediate metabolism and respiration	Identical		NE	NE
Mb2292c	Rv2269c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2293	Rv2270	lppN	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb2294	Rv2271	-	Conserved hypothetical protein	Identical		NE	NE
Mb2295	Rv2272	-	cell wall and cell processes	Identical		NE	NE
Mb2296	Rv2273	-	cell wall and cell processes	Identical		NE	NE
Mb2297A	Rv2274A	len: 82 aa. Equivalent to Rv2274A len: 82 aa	virulence, detoxification,adaptation	Identical		NE	NE
Mb2297c	Rv2274c	-	conserved hypotheticals 	Variable	Non-syn SNP(s)	NE	NE
Mb2298	Rv2275	-	Conserved hypothetical protein	Identical		NE	NE
Mb2299	Rv2276	cyp121	intermediate metabolism and respiration	Identical		NE	NE
Mb2300c	Rv2277c	-	intermediary metabolism and respiration	Variable	Truncated protein in M. bovis AF2122/97	NE	NE
Mb2301	Rv2280	-	intermediate metabolism and respiration	Identical		NE	0
Mb2302	Rv2281	pitB	cell wall and cell processes	Identical		NE	NE
Mb2303c	Rv2282c	-	regulatory proteins	Identical		NE	NE
Mb2304	Rv2283	-	Conserved hypothetical protein	Identical		NE	NE
Mb2305	Rv2284	lipM	intermediate metabolism and respiration	Identical		NE	NE
Mb2306	Rv2285	-	lipid metabolism	Identical		NE	NE
Mb2307c	Rv2286c	-	conserved hypotheticals	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb2308c	Rv2286c	-	conserved hypotheticals	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb2309	Rv2287	yjcE	cell wall and cell processes	Identical		NE	NE
Mb2310	Rv2288	-	Conserved hypothetical protein	Identical		NE	NE
Mb2311	Rv2289	cdh	lipid metabolism	Identical		NE	NE
Mb2312	Rv2290	lppOa	cell wall and cell processes	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb2313	Rv2290	lppOb	cell wall and cell processes	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb2314	Rv2291	sseB	intermediary metabolism and respiration	Variable	Truncated protein in M. bovis AF2122/97	NE	NE
Mb2315c	Rv2293c	-	conserved hypotheticals	Variable	Base insertion(s) leading to gene fusion event in M. bovis AF2122/97	NE	NE
Mb2316	Rv2294	-	intermediate metabolism and respiration	Identical		NE	NE
Mb2317	Rv2295	-	Conserved hypothetical protein	Identical		NE	NE
Mb2318	Rv2296	-	intermediate metabolism and respiration	Identical		NE	NE
Mb2319	Rv2297	-	Conserved hypothetical protein	Identical		NE	NE
Mb2320	Rv2298	-	Conserved hypothetical protein	Identical		NE	NE
Mb2321c	Rv2299c	htpG	virulence, detoxification,adaptation	Identical		NE	NE
Mb2322c	Rv2300c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2323	Rv2301	cut2	cell wall and cell processes	Identical		NE	NE
Mb2324	Rv2302	-	Conserved hypothetical protein	Identical		NE	NE
Mb2325c	Rv2303c	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb2326c	Rv2304c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2327	Rv2305	-	conserved hypotheticals 	Variable	Non-syn SNP(s)	NE	NE
Mb2328	Rv2306A	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	0
Mb2329	Rv2306B	-	cell wall and cell processes	Identical		NE	0
Mb2330c	Rv2307c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb2331c	Rv2307A	-	Conserved hypothetical protein	Identical		NE	NE
Mb2332c	Rv2307B	-	Conserved hypothetical protein	Identical		NE	NE
Mb2333c	Rv2307D	-	Conserved hypothetical protein	Identical		NE	NE
Mb2334	Rv2308	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb2335c	Rv2309c	-	insertion seqs and phages	Identical		NE	0
Mb2336	Rv2309A	-	conserved hypotheticals 	Variable	Non-syn SNP(s)	NE	NE
Mb2337	Rv2310	-	insertion seqs and phages	Identical		NE	NE
Mb2338	Rv2311	-	Conserved hypothetical protein	Identical		NE	NE
Mb2339	Rv2312	-	Conserved hypothetical protein	Identical		NE	NE
Mb2340c	Rv2313c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2341c	Rv2314c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2342c	Rv2315c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2343	Rv2316	uspA	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb2344	Rv2317	uspB	cell wall and cell processes	Identical		NE	NE
Mb2345	Rv2318	uspC	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb2346c	Rv2319c	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb2347c	Rv2320c	rocE	cell wall and cell processes	Identical		NE	NE
Mb2348c	Rv2321c	rocD2	intermediate metabolism and respiration	Identical		NE	0
Mb2349c	Rv2322c	rocD1	intermediate metabolism and respiration	Identical		NE	0
Mb2350c	Rv2323c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb2351	Rv2324	-	regulatory proteins	Identical		NE	NE
Mb2352c	Rv2325c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2353c	Rv2326c	-	cell wall and cell processes	Identical		NE	NE
Mb2354	Rv2327	-	Conserved hypothetical protein	Identical		NE	NE
Mb2355	Rv2328	PE23	PE23	Identical		NE	NE
Mb2356c	Rv2329c	narK1	cell wall and cell processes	Identical		NE	NE
Mb2357c	Rv2330c	lppP	cell wall and cell processes	Identical		NE	NE
Mb2358	Rv2331	-	Conserved hypothetical protein	Identical		NE	NE
Mb2359	Rv2331A	-	conserved hypotheticals 	Variable	Non-syn SNP(s)	NE	NE
Mb2360	Rv2332	mez	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb2361c	Rv2333c	-	cell wall and cell processes	Variable	Elongated protein in M. bovis AF2122/97	NE	NE
Mb2362	Rv2334	cysK1	intermediate metabolism and respiration	Identical		NE	NE
Mb2363	Rv2335	-	intermediate metabolism and respiration	Identical		NE	NE
Mb2364	Rv2336	-	Conserved hypothetical protein	Identical		NE	NE
Mb2365c	Rv2337c	-	conserved hypotheticals 	Variable	Non-syn SNP(s)	NE	NE
Mb2366c	Rv2338c	moeW	intermediate metabolism and respiration	Identical		NE	NE
Mb2367	Rv2339	mmpL9a	cell wall and cell processes	Variable	Frameshift in M. bovis AF2122/97	GA	NE
Mb2368	Rv2339	mmpL9b	cell wall and cell processes	Variable	Frameshift in M. bovis AF2122/97	GA	NE
Mb2369c	Rv2340c	PE_PGRS39	PE/PPE	Identical		GA	NE
Mb2370	Rv2341	lppQ	cell wall and cell processes	Identical		GA	NE
Mb2371	Rv2342	-	Conserved hypothetical protein	Identical		ES	NE
Mb2372c	Rv2343c	dnaG	information pathways	Identical		NE	ES
Mb2373c	Rv2344c	dgt	intermediate metabolism and respiration	Identical		NE	NE
Mb2374	Rv2345	-	cell wall and cell processes	Identical		NE	GA
Mb2375c	Rv2346c	esxO	conserved hypotheticals	Variable	Truncation, RD region	NE	GA
Mb2376c		PPE71			Frameshift in M. bovis	NE	0
Mb2377c	Rv2356c	PPE40	PE/PPE	Variable	Truncated protein in M. bovis	ES	0
Mb2378c	Rv2357c	glyS	information pathways	Identical		NE	ES
Mb2379	Rv2358	-	regulatory proteins	Identical		NE	NE
Mb2380	Rv2359	furB	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb2381c	Rv2360c	-	conserved hypotheticals 	Variable	Non-syn SNP(s)	ES	NE
Mb2382c	Rv2361c	-	cell wall and cell processes	Identical		GD	ES
Mb2383c	Rv2362c	-	information pathways	Identical		GD	NE
Mb2384	Rv2363	amiA2	intermediate metabolism and respiration	Identical		GD	NE
Mb2385c	Rv2364c	era	intermediate metabolism and respiration	Identical		GD	GD
Mb2386c	Rv2365c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2387c	Rv2366c	-	cell wall and cell processes	Identical		NE	NE
Mb2388c	Rv2367c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2389c	Rv2368c	phoH1	intermediate metabolism and respiration	Identical		NE	NE
Mb2390c	Rv2369c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2391c	Rv2370c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2392	Rv2371	PE_PGRS40	PE/PPE	Identical		NE	NE
Mb2393c	Rv2372c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2394c	Rv2373c	dnaJ2	virulence, detoxification,adaptation	Identical		NE	GD
Mb2395c	Rv2374c	hrcA	virulence, detoxification,adaptation	Identical		NE	NE
Mb2396	Rv2375	-	Conserved hypothetical protein	Identical		NE	NE
Mb2397c	Rv2376c	cfp2	cell wall and cell processes	Identical		NE	NE
Mb2398c	Rv2377c	mbtH	lipid metabolism	Variable	Non-syn SNP(s)	NE	NE
Mb2399c	Rv2378c	mbtG	lipid metabolism	Identical		NE	NE
Mb2400c	Rv2379c	mbtF	lipid metabolism	Variable	Non-syn SNP(s)	NE	NE
Mb2401c	Rv2380c	mbtE	lipid metabolism	Identical		NE	NE
Mb2402c	Rv2381c	mbtD	lipid metabolism	Identical		GD	NE
Mb2403c	Rv2382c	mbtC	lipid metabolism	Identical		NE	NE
Mb2404c	Rv2383c	mbtB	lipid metabolism	Variable	Non-syn SNP(s)	NE	NE
Mb2405	Rv2384	mbtA	lipid metabolism	Identical		NE	NE
Mb2406	Rv2385	mbtJ	lipid metabolism	Identical		GD	NE
Mb2407c	Rv2386c	mbtI	lipid metabolism	Identical		GA	GD
Mb2408	Rv2387	-	Conserved hypothetical protein	Identical		GA	NE
Mb2409c	Rv2388c	hemN	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	GA	NE
Mb2410c	Rv2389c	rpfD	cell wall and cell processes	Identical		GA	NE
Mb2411c	Rv2390c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	ES	NE
Mb2412	Rv2391	nirA	intermediate metabolism and respiration	Identical		ES	NE
Mb2413	Rv2392	cysH	intermediate metabolism and respiration	Identical		NE	GD
Mb2414	Rv2393	-	intermediate metabolism and respiration	Identical		NE	NE
Mb2415	Rv2394	ggtB	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb2416	Rv2395	-	cell wall and cell processes	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb2417	Rv2395	-	cell wall and cell processes	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb2417A	Rv2395A	len: 71 aa. Equivalent to Rv2395A len: 71 aa	virulence, detoxification,adaptation	Identical		NE	GA
Mb2417B	Rv2395B	len: 54 aa. Equivalent to Rv2395B len: 54 aa	virulence, detoxification,adaptation	Identical		NE	GA
Mb2418	Rv2396	PE_PGRS41	PE/PPE	Variable	Truncated protein in M. bovis	ES	GA
Mb2419c	Rv2397c	cysA1	cell wall and cell processes	Identical		ES	GD
Mb2420c	Rv2398c	cysW	cell wall and cell processes	Variable	Non-syn SNP(s)	ES	GD
Mb2421c	Rv2399c	cysT	cell wall and cell processes	Identical		ES	GD
Mb2422c	Rv2400c	subI	cell wall and cell processes	Identical		NE	GD
Mb2423	Rv2401	-	Conserved hypothetical protein	Identical		NE	NE
Mb2424c	Rv2401A	-	cell wall and cell processes	Identical		NE	NE
Mb2425	Rv2402	-	Conserved hypothetical protein	Identical		NE	NE
Mb2426c	Rv2403c	lppR	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb2427c	Rv2404c	lepA	intermediate metabolism and respiration	Identical		NE	NE
Mb2428	Rv2405	-	Conserved hypothetical protein	Identical		NE	NE
Mb2429c	Rv2406c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2430	Rv2407	-	conserved hypotheticals	Variable	Elongated protein in M. bovis AF2122/97	NE	NE
Mb2431	Rv2408	PE24	PE/PPE	Identical		NE	NE
Mb2432c	Rv2409c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2433c	Rv2410c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2434c	Rv2411c	-	Conserved hypothetical protein	Identical		ES	GA
Mb2435	Rv2412	rpsT	information pathways	Identical		ES	ES
Mb2436c	Rv2413c	-	Conserved hypothetical protein	Identical		NE	ES
Mb2437c	Rv2414c	-	conserved hypotheticals	Variable	Elongated protein in M. bovis AF2122/97	NE	NE
Mb2438c	Rv2415c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	GD	NE
Mb2439c	Rv2416c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb2440c	Rv2417c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2441c	Rv2418c	-	Conserved hypothetical protein	Identical		NE	GD
Mb2442c	Rv2419c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb2443c	Rv2420c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2444c	Rv2421c	nadD	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	ES
Mb2445	Rv2422	-	Conserved hypothetical protein	Identical		NE	NE
Mb2446	Rv2423	-	Conserved hypothetical protein	Identical		NE	NE
Mb2447c	Rv2424c	-	insertion seqs and phages	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb2448c	Rv2424c	-	insertion seqs and phages	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb2449c	Rv2425c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2450c	Rv2426c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb2451c	Rv2427c	proA	intermediate metabolism and respiration	Identical		NE	NE
Mb2454	Rv2428	ahpC	virulence, detoxification,adaptation	Identical		NE	NE
Mb2455	Rv2429	ahpD	virulence, detoxification,adaptation	Identical		NE	NE
Mb2456c	Rv2430c	PPE41	PE/PPE	Identical		NE	NE
Mb2457c	Rv2431c	PE25	PE/PPE	Identical		NE	NE
Mb2458c	Rv2432c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2459c	Rv2433c	-	Conserved hypothetical protein	Identical		NE	NE
Mb2460c	Rv2434c	-	cell wall and cell processes	Identical		NE	NE
Mb2461c	Rv2435c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb2462	Rv2436	rbsK	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb2463	Rv2437	-	cell wall and cell processes	Identical		ES	NE
Mb2464c	Rv2438c	nadE	intermediate metabolism and respiration	Identical		ES	GD
Mb2465	Rv2438A	-	Conserved hypothetical protein	Identical		ES	GD
Mb2466c	Rv2439c	proB	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	ES	ES
Mb2467c	Rv2440c	obg	intermediate metabolism and respiration	Identical		ES	ES
